,,,,,,
Htno,Subcode,Subname,Internals,Grade,Credits,
20B25A0507,R1931051,DATA WAREHOUSING AND DATA MINING,16,ABSENT,0,
20B25A0507,R1931052,COMPUTER NETWORKS,16,F,0,
20B25A0507,R1931053,COMPILER DESIGN,15,ABSENT,0,
20B25A0507,R1931054,ARTIFICIAL INTELLIGENCE,16,ABSENT,0,
20B25A0507,R193105D,SOFTWARE TESTING METHODOLOGIES,17,ABSENT,0,
21B21A4201,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4201,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4201,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4201,R2031421,COMPILER DESIGN,20,B,3,
21B21A4201,R2031422,OPERATING SYSTEMS,22,D,3,
21B21A4201,R2031423,MACHINE LEARNING,22,D,3,
21B21A4201,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4201,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4201,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4201,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4202,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4202,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4202,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,A+,3,
21B21A4202,R2031421,COMPILER DESIGN,21,C,3,
21B21A4202,R2031422,OPERATING SYSTEMS,21,B,3,
21B21A4202,R2031423,MACHINE LEARNING,24,A,3,
21B21A4202,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4202,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4202,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4202,R203142A,SOFTWARE ENGINEERING,23,C,3,
21B21A4203,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4203,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21B21A4203,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4203,R2031421,COMPILER DESIGN,20,E,3,
21B21A4203,R2031422,OPERATING SYSTEMS,19,D,3,
21B21A4203,R2031423,MACHINE LEARNING,21,E,3,
21B21A4203,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4203,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4203,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4203,R203142A,SOFTWARE ENGINEERING,18,D,3,
21B21A4204,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4204,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21B21A4204,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,E,3,
21B21A4204,R2031421,COMPILER DESIGN,22,F,0,
21B21A4204,R2031422,OPERATING SYSTEMS,21,D,3,
21B21A4204,R2031423,MACHINE LEARNING,21,E,3,
21B21A4204,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4204,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4204,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4204,R203142A,SOFTWARE ENGINEERING,19,C,3,
21B21A4205,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4205,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4205,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,F,0,
21B21A4205,R2031421,COMPILER DESIGN,21,B,3,
21B21A4205,R2031422,OPERATING SYSTEMS,19,D,3,
21B21A4205,R2031423,MACHINE LEARNING,21,D,3,
21B21A4205,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4205,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4205,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4205,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4206,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4206,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4206,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,A,3,
21B21A4206,R2031421,COMPILER DESIGN,22,C,3,
21B21A4206,R2031422,OPERATING SYSTEMS,19,B,3,
21B21A4206,R2031423,MACHINE LEARNING,21,B,3,
21B21A4206,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4206,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4206,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4206,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4207,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4207,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4207,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,C,3,
21B21A4207,R2031421,COMPILER DESIGN,22,C,3,
21B21A4207,R2031422,OPERATING SYSTEMS,22,A,3,
21B21A4207,R2031423,MACHINE LEARNING,21,B,3,
21B21A4207,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4207,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4207,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4207,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4208,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4208,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4208,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4208,R2031421,COMPILER DESIGN,22,D,3,
21B21A4208,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4208,R2031423,MACHINE LEARNING,24,D,3,
21B21A4208,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4208,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4208,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A+,1.5,
21B21A4208,R203142A,SOFTWARE ENGINEERING,19,C,3,
21B21A4209,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4209,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4209,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,B,3,
21B21A4209,R2031421,COMPILER DESIGN,21,C,3,
21B21A4209,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4209,R2031423,MACHINE LEARNING,21,D,3,
21B21A4209,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4209,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4209,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4209,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4210,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4210,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4210,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,A+,3,
21B21A4210,R2031421,COMPILER DESIGN,21,C,3,
21B21A4210,R2031422,OPERATING SYSTEMS,20,B,3,
21B21A4210,R2031423,MACHINE LEARNING,22,A,3,
21B21A4210,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4210,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4210,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4210,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4211,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4211,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4211,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4211,R2031421,COMPILER DESIGN,23,D,3,
21B21A4211,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4211,R2031423,MACHINE LEARNING,24,C,3,
21B21A4211,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4211,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4211,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4211,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4212,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4212,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4212,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4212,R2031421,COMPILER DESIGN,21,D,3,
21B21A4212,R2031422,OPERATING SYSTEMS,22,E,3,
21B21A4212,R2031423,MACHINE LEARNING,21,E,3,
21B21A4212,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,B,1.5,
21B21A4212,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4212,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4212,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4213,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4213,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4213,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,C,3,
21B21A4213,R2031421,COMPILER DESIGN,22,B,3,
21B21A4213,R2031422,OPERATING SYSTEMS,22,C,3,
21B21A4213,R2031423,MACHINE LEARNING,22,C,3,
21B21A4213,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4213,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4213,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4213,R203142A,SOFTWARE ENGINEERING,23,D,3,
21B21A4214,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4214,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4214,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,A,3,
21B21A4214,R2031421,COMPILER DESIGN,19,D,3,
21B21A4214,R2031422,OPERATING SYSTEMS,17,C,3,
21B21A4214,R2031423,MACHINE LEARNING,20,B,3,
21B21A4214,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4214,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4214,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4214,R203142A,SOFTWARE ENGINEERING,19,D,3,
21B21A4215,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4215,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4215,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,F,0,
21B21A4215,R2031421,COMPILER DESIGN,20,E,3,
21B21A4215,R2031422,OPERATING SYSTEMS,19,D,3,
21B21A4215,R2031423,MACHINE LEARNING,16,F,0,
21B21A4215,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4215,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4215,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4215,R203142A,SOFTWARE ENGINEERING,19,F,0,
21B21A4216,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4216,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4216,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,F,0,
21B21A4216,R2031421,COMPILER DESIGN,23,F,0,
21B21A4216,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4216,R2031423,MACHINE LEARNING,20,F,0,
21B21A4216,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A,1.5,
21B21A4216,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4216,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4216,R203142A,SOFTWARE ENGINEERING,19,C,3,
21B21A4217,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4217,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4217,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,E,3,
21B21A4217,R2031421,COMPILER DESIGN,21,ABSENT,0,
21B21A4217,R2031422,OPERATING SYSTEMS,18,ABSENT,0,
21B21A4217,R2031423,MACHINE LEARNING,22,ABSENT,0,
21B21A4217,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4217,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4217,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4217,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4218,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4218,R2031058,EMPLOYABILITY SKILLS-I,28,COMPLE,0,
21B21A4218,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,B,3,
21B21A4218,R2031421,COMPILER DESIGN,23,D,3,
21B21A4218,R2031422,OPERATING SYSTEMS,23,B,3,
21B21A4218,R2031423,MACHINE LEARNING,22,B,3,
21B21A4218,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4218,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4218,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4218,R203142A,SOFTWARE ENGINEERING,24,C,3,
21B21A4219,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4219,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4219,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,E,3,
21B21A4219,R2031421,COMPILER DESIGN,22,D,3,
21B21A4219,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4219,R2031423,MACHINE LEARNING,22,D,3,
21B21A4219,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4219,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4219,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4219,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4220,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4220,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4220,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,C,3,
21B21A4220,R2031421,COMPILER DESIGN,22,C,3,
21B21A4220,R2031422,OPERATING SYSTEMS,20,C,3,
21B21A4220,R2031423,MACHINE LEARNING,22,C,3,
21B21A4220,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4220,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4220,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4220,R203142A,SOFTWARE ENGINEERING,22,C,3,
21B21A4221,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4221,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4221,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,B,3,
21B21A4221,R2031421,COMPILER DESIGN,24,A,3,
21B21A4221,R2031422,OPERATING SYSTEMS,25,B,3,
21B21A4221,R2031423,MACHINE LEARNING,23,C,3,
21B21A4221,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A+,1.5,
21B21A4221,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4221,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4221,R203142A,SOFTWARE ENGINEERING,24,C,3,
21B21A4222,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4222,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4222,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4222,R2031421,COMPILER DESIGN,17,E,3,
21B21A4222,R2031422,OPERATING SYSTEMS,19,C,3,
21B21A4222,R2031423,MACHINE LEARNING,22,C,3,
21B21A4222,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4222,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4222,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4222,R203142A,SOFTWARE ENGINEERING,25,D,3,
21B21A4223,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4223,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4223,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,D,3,
21B21A4223,R2031421,COMPILER DESIGN,19,D,3,
21B21A4223,R2031422,OPERATING SYSTEMS,23,B,3,
21B21A4223,R2031423,MACHINE LEARNING,22,E,3,
21B21A4223,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4223,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4223,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4223,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4224,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4224,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4224,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,C,3,
21B21A4224,R2031421,COMPILER DESIGN,20,D,3,
21B21A4224,R2031422,OPERATING SYSTEMS,19,C,3,
21B21A4224,R2031423,MACHINE LEARNING,22,C,3,
21B21A4224,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4224,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4224,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4224,R203142A,SOFTWARE ENGINEERING,19,C,3,
21B21A4225,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4225,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4225,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4225,R2031421,COMPILER DESIGN,23,B,3,
21B21A4225,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4225,R2031423,MACHINE LEARNING,21,D,3,
21B21A4225,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4225,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4225,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4225,R203142A,SOFTWARE ENGINEERING,21,E,3,
21B21A4226,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4226,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4226,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4226,R2031421,COMPILER DESIGN,19,D,3,
21B21A4226,R2031422,OPERATING SYSTEMS,18,E,3,
21B21A4226,R2031423,MACHINE LEARNING,19,D,3,
21B21A4226,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,B,1.5,
21B21A4226,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4226,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4226,R203142A,SOFTWARE ENGINEERING,18,E,3,
21B21A4227,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4227,R2031058,EMPLOYABILITY SKILLS-I,24,COMPLE,0,
21B21A4227,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,16,F,0,
21B21A4227,R2031421,COMPILER DESIGN,17,E,3,
21B21A4227,R2031422,OPERATING SYSTEMS,16,D,3,
21B21A4227,R2031423,MACHINE LEARNING,18,D,3,
21B21A4227,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,10,A,1.5,
21B21A4227,R2031425,MACHINE LEARNING LAB,11,A,1.5,
21B21A4227,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4227,R203142A,SOFTWARE ENGINEERING,18,E,3,
21B21A4228,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4228,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4228,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4228,R2031421,COMPILER DESIGN,19,C,3,
21B21A4228,R2031422,OPERATING SYSTEMS,23,C,3,
21B21A4228,R2031423,MACHINE LEARNING,22,C,3,
21B21A4228,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,A+,1.5,
21B21A4228,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4228,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4228,R203142A,SOFTWARE ENGINEERING,21,C,3,
21B21A4229,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A+,2,
21B21A4229,R2031058,EMPLOYABILITY SKILLS-I,27,COMPLE,0,
21B21A4229,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,22,B,3,
21B21A4229,R2031421,COMPILER DESIGN,21,B,3,
21B21A4229,R2031422,OPERATING SYSTEMS,20,D,3,
21B21A4229,R2031423,MACHINE LEARNING,20,D,3,
21B21A4229,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4229,R2031425,MACHINE LEARNING LAB,13,A+,1.5,
21B21A4229,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4229,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4230,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4230,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4230,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,D,3,
21B21A4230,R2031421,COMPILER DESIGN,19,E,3,
21B21A4230,R2031422,OPERATING SYSTEMS,23,D,3,
21B21A4230,R2031423,MACHINE LEARNING,22,B,3,
21B21A4230,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,12,B,1.5,
21B21A4230,R2031425,MACHINE LEARNING LAB,12,B,1.5,
21B21A4230,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4230,R203142A,SOFTWARE ENGINEERING,25,D,3,
21B21A4231,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4231,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4231,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,21,D,3,
21B21A4231,R2031421,COMPILER DESIGN,21,D,3,
21B21A4231,R2031422,OPERATING SYSTEMS,21,C,3,
21B21A4231,R2031423,MACHINE LEARNING,19,D,3,
21B21A4231,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,A,1.5,
21B21A4231,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4231,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4231,R203142A,SOFTWARE ENGINEERING,20,E,3,
21B21A4232,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4232,R2031058,EMPLOYABILITY SKILLS-I,26,COMPLE,0,
21B21A4232,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,19,E,3,
21B21A4232,R2031421,COMPILER DESIGN,24,D,3,
21B21A4232,R2031422,OPERATING SYSTEMS,24,C,3,
21B21A4232,R2031423,MACHINE LEARNING,21,D,3,
21B21A4232,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,B,1.5,
21B21A4232,R2031425,MACHINE LEARNING LAB,13,B,1.5,
21B21A4232,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,B,1.5,
21B21A4232,R203142A,SOFTWARE ENGINEERING,22,D,3,
21B21A4233,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4233,R2031058,EMPLOYABILITY SKILLS-I,25,COMPLE,0,
21B21A4233,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,23,F,0,
21B21A4233,R2031421,COMPILER DESIGN,21,E,3,
21B21A4233,R2031422,OPERATING SYSTEMS,25,D,3,
21B21A4233,R2031423,MACHINE LEARNING,23,E,3,
21B21A4233,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4233,R2031425,MACHINE LEARNING LAB,12,A,1.5,
21B21A4233,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4233,R203142A,SOFTWARE ENGINEERING,24,F,0,
21B21A4234,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,A,2,
21B21A4234,R2031058,EMPLOYABILITY SKILLS-I,22,COMPLE,0,
21B21A4234,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,20,B,3,
21B21A4234,R2031421,COMPILER DESIGN,20,E,3,
21B21A4234,R2031422,OPERATING SYSTEMS,19,D,3,
21B21A4234,R2031423,MACHINE LEARNING,18,D,3,
21B21A4234,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,13,A,1.5,
21B21A4234,R2031425,MACHINE LEARNING LAB,13,A,1.5,
21B21A4234,R2031426,SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A,0,A,1.5,
21B21A4234,R203142A,SOFTWARE ENGINEERING,20,D,3,
21B21A4235,R2031057,CONTINUOUS INTEGRATION AND CONTINUOUS DE,0,B,2,
21B21A4235,R2031058,EMPLOYABILITY SKILLS-I,22,COMPLE,0,
21B21A4235,R203105E,OPTIMIZATION IN OPERATIONS RESEARCH,14,ABSENT,0,
21B21A4235,R2031421,COMPILER DESIGN,15,ABSENT,0,
21B21A4235,R2031422,OPERATING SYSTEMS,15,ABSENT,0,
21B21A4235,R2031423,MACHINE LEARNING,14,ABSENT,0,
21B21A4235,R2031424,OPERATING SYSTEMS & COMPILER DESIGN LAB,11,B,1.5,
21B21A4235,R2031425,MACHINE LEARNING LAB,10,B,1.5,
